Ano;Veículo;Título;Autores;Número;Volume;Local;Página Inicial;Página Final
2015;WL;Re-engineered non-volatile moderator;9143802460662726,1088342601060931,1750367399155058;50;26;;218;648
2014;FI;Diverse web-enabled extranet;6891679769008337;36;41;;192;433
2013;TG;Programmable tertiary Graphical User Interface;2680213629710193,1135004726057093;40;;New Valerie;355;542
2016;F;Visionary explicit support;5700469223617587,7412604949576097;7;;North Ronaldchester;56;426
2016;B;Fully-configurable dynamic contingency;1376910945764891,7532796691578058,9655811696159994;45;;Samuelberg;56;698
2013;MP;Business-focused web-enabled adapter;8533292199274586,7089503135500102,8021345340262535;7;7;;278;468
2014;MP;Inverse bandwidth-monitored function;5262528182041271,9129638715325223,8845454042159474;45;49;;203;592
2016;BI;Vision-oriented local conglomeration;2143271149416300;1;;North Andrewtown;368;496
2014;GVaR;Reactive high-level concept;5262540415992174,5700469223617587;34;8;;475;643
2015;TG;Digitized discrete interface;2354218094325113,1088342601060931,9357483591910432;1;;Lake Christopher;576;809
2015;HL;Down-sized maximized contingency;7159346387032080,1582807585616034,3323705253115932;37;42;;547;665
2014;HL;Universal neutral Internet solution;5244357431315552;45;11;;404;953
2013;AHaP;Multi-channeled zero-defect moratorium;9075225650777316,9770465873129031,9129638715325223;30;32;;279;519
2013;MP;Stand-alone transitional matrix;5893293071812901;46;21;;530;565
2015;NaS;Persevering analyzing installation;3323705253115932,9477538211420820,7532796691578058;12;45;;325;502
2015;AHaP;Team-oriented needs-based budgetary management;2629063971493209,2354218094325113,3722297188543195;42;31;;112;677
2014;D;Inverse incremental flexibility;9655811696159994,9477538211420820;40;14;;645;662
2014;RaS;Monitored motivating standardization;8021345340262535,1965133409445603,9655811696159994;43;;Juanchester;48;625
2013;P;Open-architected bottom-line instruction set;2629063971493209,1965133409445603;45;21;;686;875
2015;JRaH;Grass-roots client-server data-warehouse;6301301076316618;5;;Zacharyton;455;726
2015;BG;Optional scalable hardware;9143802460662726;18;41;;665;683
2013;D;Cloned dedicated support;3144341430664049,6328867226130339;8;41;;35;950
2015;AHaM;Multi-lateral stable intranet;9357483591910432,2637674440233374;23;34;;571;843
2013;HP;Grass-roots clear-thinking project;5239942509087044;24;33;;110;651
2014;W;Self-enabling content-based definition;9979662463574292,9770465873129031;48;;Allenstad;228;232
2015;B;Configurable empowering knowledge user;7532796691578058;38;;East Marcside;340;524
2013;ZG;Synergized system-worthy focus group;9941630418391841;8;29;;708;852
2016;SI;Triple-buffered dedicated secured line;5510528010958883,9606486478028672,1088342601060931;1;26;;82;899
2015;NaS;Ergonomic client-server analyzer;2348327453231091;6;41;;381;679
2013;BP;Business-focused transitional approach;7338126532305121,4541272142642528;21;9;;555;756
2015;AHaM;Team-oriented mission-critical function;5649357631317748;47;38;;411;849
2013;FI;Extended attitude-oriented frame;3235375320367048;42;1;;274;691
2015;JHaP;Multi-tiered incremental moratorium;6413140277984870,7931231762362917;18;23;;246;589
2015;NaS;Re-contextualized fresh-thinking database;7683234841793745,6328867226130339;8;14;;346;781
2016;HaS;Cross-group national collaboration;1674773401625827;31;19;;204;370
2013;FSaG;Open-architected zero tolerance product;9885156202210321,7186917466536994;44;1;;704;910
2015;G;Persevering asymmetric system engine;9770465873129031,4541272142642528,8845454042159474;39;7;;226;714
2013;A;Balanced motivating archive;9606486478028672,3998492042499790;28;;New Bethmouth;609;786
2013;D;Virtual needs-based structure;9821346348660847;48;33;;773;797
2013;ML;Persistent well-modulated projection;5700469223617587;42;48;;60;696
2013;NaS;Down-sized homogeneous core;9357483591910432,9075225650777316,9770465873129031;2;43;;455;853
2013;MI;Self-enabling needs-based artificial intelligence;6891679769008337,9838454792036006;49;;Juliamouth;553;745
2013;D;Business-focused multi-tasking system engine;6467024971475515,5262528182041271,5485081027172277;10;34;;532;567
2013;B;Synergized 24hour frame;1376910945764891,5700469223617587,7089503135500102;35;;New Jonathanborough;80;851
2013;BG;Pre-emptive leadingedge open architecture;5327108447296812;3;36;;224;656
2013;N;Extended cohesive contingency;2922930725706889,8936625000762564,7532796691578058;8;;Meganmouth;227;561
2013;P;Synergistic reciprocal throughput;6557680333178323,2618873884046651;29;6;;551;667
2014;F;Enterprise-wide zero administration Internet solution;1135004726057093,1088342601060931,4736383437295147;36;;West Brandy;515;634
2014;D;Object-based actuating projection;3235375320367048,9821346348660847,3722297188543195;39;19;;323;730
2013;HKaT;Right-sized multi-tasking migration;7186917466536994;44;;West Jenniferbury;232;925
2015;BG;Persistent next generation capacity;6413140277984870,3235375320367048;50;21;;311;824
2016;BI;Total clear-thinking focus group;5700469223617587;27;;Ericborough;689;872
2013;WL;Pre-emptive bandwidth-monitored function;1965133409445603;17;38;;264;444
2013;P;Progressive even-keeled info-mediaries;7882810928845952,4073227496418805,2447378201037990;23;17;;927;949
2014;JHaP;Re-contextualized user-facing product;2680213629710193,9941630418391841;20;18;;428;994
2013;LI;Monitored composite implementation;4744077090897343;28;8;;275;699
2013;HKaT;Triple-buffered 5thgeneration superstructure;9722744349841064;30;;Johnborough;332;861
2013;BI;Right-sized modular system engine;5510528010958883,6337438064578677;15;;Blairhaven;212;389
2015;HKaT;Enhanced context-sensitive protocol;2680213629710193;37;;Lake Michellehaven;234;709
2014;HKaT;Up-sized exuding productivity;4736383437295147,3998492042499790,6337438064578677;48;;West Sheilamouth;698;939
2014;N;User-friendly value-added parallelism;5649357631317748,6337438064578677,7338126532305121;12;;Lake Hectorchester;632;858
2014;LI;Synchronized holistic complexity;8041631349517756,7931231762362917;19;2;;254;949
2016;T;Optimized zero administration infrastructure;3144341430664049,6467024971475515;23;5;;211;349
2014;BI;Compatible tertiary Graphic Interface;6601376839046843,5485081027172277;1;;Evanburgh;77;179
2014;AHaM;Reduced 5thgeneration application;5485081027172277,2629063971493209,9655811696159994;6;3;;101;873
2016;RL;Reduced zero tolerance firmware;5262540415992174,2697688583917184,9770465873129031;16;;Christinaville;498;566
2015;HKaT;Expanded transitional array;6193227499902560,8748367107449062,8293148607193232;11;;West Shawn;26;912
2015;MP;Stand-alone fault-tolerant flexibility;1582807585616034;33;19;;62;464
2013;Z;Grass-roots optimal knowledge user;8041631349517756;3;;South Josephfort;19;799
2016;T;Inverse high-level attitude;9357483591910432,7882810928845952;38;44;;568;668
2015;RaS;Extended static definition;7683234841793745,8293148607193232,2275799333779168;7;;South Stacyview;555;806
2015;RL;Persevering composite standardization;9611539741215920,9722744349841064,2637674440233374;7;;Lake Annette;372;970
2016;JHaP;Open-architected global capability;2629063971493209;45;25;;451;915
2014;N;Programmable actuating installation;9606486478028672;43;;Alexisshire;771;793
2013;AHaM;Enterprise-wide motivating middleware;7532796691578058,3227445512800622;8;11;;575;756
2014;NaS;Upgradable mobile service-desk;5700469223617587;42;28;;230;825
2013;FI;Fundamental bifurcated algorithm;3227445512800622,5262528182041271,7882810928845952;28;20;;508;696
2016;FI;Virtual zero-defect circuit;9606486478028672;36;15;;366;720
2013;AHaP;Horizontal coherent open architecture;9407289539669638,5262528182041271;41;17;;84;902
2014;WRaP;User-centric dedicated contingency;7412604949576097,7159346387032080;32;;Herrerastad;529;884
2013;HP;Exclusive scalable paradigm;9977073232858875,2697688583917184;34;45;;651;677
2014;Z;Persevering didactic function;2697688583917184,6413140277984870,9979662463574292;37;;South Cindy;241;380
2016;RL;Streamlined system-worthy strategy;1638745937944369,1674773401625827;7;;Francisburgh;269;947
2014;MP;Total needs-based groupware;9357483591910432,9655811696159994;2;18;;372;385
2016;A;User-centric maximized parallelism;2697688583917184;18;;Port Benjaminville;95;850
2014;BWaH;Seamless intangible flexibility;1582807585616034,9407289539669638;36;;South James;170;355
2013;JRaH;Optional needs-based definition;9611539741215920;13;;North Kathleen;853;987
2014;JI;Customizable dynamic website;9722744349841064,9655811696159994,2697688583917184;8;;Meyerside;445;977
2016;VGaA;Future-proofed needs-based Graphical User Interface;7043858660461973,1582807585616034,9129638715325223;45;36;;214;235
2014;B;Open-architected multi-state standardization;3323705253115932,5649357631317748;48;;South Tiffany;320;868
2014;VGaA;Enterprise-wide even-keeled pricing structure;7532796691578058,2629063971493209;9;41;;31;749
2015;A;Upgradable cohesive protocol;2137128760644423;22;;Cherylview;445;745
2013;JHaP;Networked intangible structure;3227445512800622,8031405438641992,4993909389282629;13;8;;56;180
2015;WL;Switchable contextually-based solution;3722297188543195,8041631349517756;18;42;;403;857
2015;W;Quality-focused demand-driven project;5244357431315552,9941630418391841,6328867226130339;6;;Clarkbury;675;739
2013;F;Phased high-level protocol;5262540415992174;7;;East Joan;478;819
2016;AHaP;Proactive next generation alliance;3227445512800622,3144341430664049;23;12;;280;428
2014;BWaH;Assimilated 5thgeneration open system;3722297188543195;42;;New Michaelland;31;439
2013;JRaH;Horizontal encompassing service-desk;2922930725706889;39;;Benjaminfurt;101;863
2014;BWaH;Focused user-facing matrices;1750367399155058;33;;South Cassandraton;298;737
2013;YI;Distributed upward-trending framework;7186917466536994,8305208133103079;46;8;;602;804
2013;JHaP;Networked 24hour installation;2487313480315695,6832903342497770;21;17;;650;852
2015;GVaR;Fundamental 24hour core;4073227496418805,1582807585616034,9979662463574292;22;10;;140;269
2016;NL;Object-based interactive ability;2137128760644423;28;;Lake Melanie;214;375
2015;GVaR;Focused reciprocal pricing structure;9143802460662726;16;50;;652;968
2015;S;De-engineered bandwidth-monitored forecast;8936625000762564,9075225650777316;20;;Tonytown;163;980
2016;FI;Progressive optimal open system;4073227496418805,8936625000762564;23;14;;653;756
2015;A;Upgradable uniform initiative;5262540415992174,2354218094325113;19;;Susanbury;305;953
2013;CMaR;Total 4thgeneration capability;6413140277984870,9264876264363724;17;;South Omarberg;464;702
2015;BG;Self-enabling discrete parallelism;8748367107449062,9264287531729077,1965133409445603;36;6;;596;680
2015;JRaH;Ameliorated 3rdgeneration superstructure;6832903342497770;4;;West Andrea;70;197
2015;PMaH;Optimized mission-critical core;5244357431315552;26;13;;387;422
2016;NaS;Fundamental bandwidth-monitored protocol;6328867226130339,5700469223617587;23;20;;884;938
2013;NaS;Versatile asynchronous info-mediaries;4073227496418805,9407289539669638,8021345340262535;30;44;;262;728
2015;JI;Devolved bifurcated capability;6832903342497770,9655811696159994,2487313480315695;43;;Rowestad;337;972
2013;HaS;Cross-group dedicated solution;6328867226130339;35;34;;243;342
2014;H;Decentralized modular functionalities;5954767672734150,9611539741215920,7186917466536994;2;;Elizabethview;354;443
2015;MP;Monitored full-range portal;2697688583917184;19;11;;642;933
2014;LI;Re-contextualized mission-critical conglomeration;3722297188543195,5649357631317748,8031405438641992;37;38;;145;190
2014;HKaT;Optimized scalable ability;2275799333779168;20;;Rachelview;577;716
2013;AHaP;Progressive leadingedge hardware;2637674440233374,2697688583917184,5262528182041271;26;13;;36;637
2016;NaS;Open-architected bandwidth-monitored structure;7043858660461973,5244357431315552;46;47;;159;415
2013;J;Polarized context-sensitive paradigm;8305208133103079;48;;North Michaelfurt;572;603
2014;M;Open-source intangible concept;6337438064578677,5239942509087044;47;48;;115;857
2013;YI;Fully-configurable intermediate service-desk;4744077090897343;49;11;;409;462
2013;HaS;Multi-layered 24/7 time-frame;6467024971475515,2629063971493209;14;1;;16;18
2014;H;Diverse dynamic neural-net;1638745937944369,1582807585616034,9722744349841064;49;;South Austin;378;715
2013;FSaG;Persistent dynamic migration;5327108447296812;8;12;;617;719
2014;BI;Implemented exuding standardization;8305208133103079,8041631349517756,1582807585616034;5;;Lake Sarahfort;159;534
2016;NaS;Adaptive heuristic open system;4073227496418805;9;27;;588;975
2014;LI;Centralized 6thgeneration hardware;1750367399155058,6891679769008337;34;22;;697;852
2013;PMaH;Multi-layered executive conglomeration;8293148607193232,8936625000762564;48;22;;525;618
2013;MP;Secured motivating groupware;4744077090897343;20;10;;667;714
2015;F;Open-architected asynchronous budgetary management;1674773401625827,2629063971493209,9357483591910432;20;;Anthonyville;343;611
2013;LI;Stand-alone intangible service-desk;9075225650777316,2487313480315695,1582807585616034;46;29;;748;959
2014;ML;Open-source attitude-oriented instruction set;9838454792036006;20;20;;710;765
2016;LI;Networked client-server attitude;6268449287730388,9722744349841064,8936625000762564;7;46;;256;870
2016;TG;Visionary demand-driven throughput;9611539741215920;39;;Danielton;535;587
2014;PMaH;Stand-alone web-enabled encoding;6328867226130339;9;41;;336;749
2014;Z;Realigned mission-critical implementation;3144341430664049;8;;Alexisside;634;767
2015;D;Focused context-sensitive function;7514631069021629;49;36;;626;673
2014;F;Stand-alone bifurcated circuit;5700469223617587;26;;Priceport;169;517
2013;JHaP;Centralized context-sensitive knowledgebase;2487313480315695,7043858660461973,9821346348660847;3;39;;111;263
2015;AHaP;Synchronized background approach;7412604949576097,1965133409445603,9611539741215920;1;21;;711;735
2015;RaS;Enterprise-wide tangible pricing structure;5262528182041271,7159346387032080;13;;New Ernest;70;593
2015;RL;Re-contextualized 24/7 support;8021345340262535,2275799333779168,6193227499902560;10;;North David;329;815
2014;ML;Seamless full-range projection;2922930725706889,8041631349517756,1674773401625827;27;6;;98;916
2016;BI;Triple-buffered leadingedge frame;2697688583917184;21;;West Juliestad;457;871
2014;AHaP;Sharable radical installation;7159346387032080,8031405438641992;25;11;;29;984
2014;HBaF;Mandatory static forecast;5893293071812901,1638745937944369;37;;Lake Stephenton;354;388
2013;FI;Seamless secondary analyzer;8748367107449062;15;35;;171;684
